start_time,item_nr,elem_nr,item_right,item_right_percentage,elem_right,elem_right_percentage,item_right_without_unknown,item_right_without_unknown_percentage,elem_right_without_unknown,elem_right_without_knonown_percentage,sp00,sp01,sp02,sp03,sp10,sp11,sp12,sp13,sp20,sp21,sp22,sp23,sp30,sp31,sp32,sp33,spun,s0,s1,s2,s3,p0,p1,p2,p3,unknown_percentage
740,855,5130,606,0.70877193,4254,0.829239766,654,0.764912281,4542,0.885380117,3306,230,22,0,189,719,67,0,35,39,223,0,0,0,6,6,288,0.929173693,0.737435897,0.750841751,0.5,0.936543909,0.727732794,0.701257862,1,0.056140351
745,855,5130,630,0.736842105,4359,0.849707602,678,0.792982456,4647,0.905847953,3397,178,22,0,165,743,44,0,16,51,212,2,0,1,4,7,288,0.94439811,0.780462185,0.754448399,0.583333333,0.94941308,0.763617677,0.75177305,0.777777778,0.056140351
750,855,5130,637,0.74502924,4434,0.864327485,685,0.801169591,4722,0.920467836,3505,116,5,0,174,730,27,0,18,53,193,3,3,0,9,6,288,0.966629895,0.784103115,0.722846442,0.333333333,0.947297297,0.812013348,0.824786325,0.666666667,0.056140351
755,855,5130,605,0.707602339,4382,0.854191033,663,0.775438596,4680,0.912280702,3434,171,8,0,160,747,29,0,7,62,195,1,1,0,11,6,298,0.950456684,0.798076923,0.735849057,0.333333333,0.953359245,0.762244898,0.802469136,0.857142857,0.058089669
800,855,5130,615,0.719298246,4416,0.860818713,674,0.788304094,4725,0.921052632,3470,112,5,0,182,744,34,0,8,43,196,12,0,0,9,6,309,0.967382214,0.775,0.756756757,0.4,0.948087432,0.827586207,0.803278689,0.333333333,0.060233918
805,855,5130,594,0.694736842,4326,0.843274854,653,0.76374269,4635,0.903508772,3467,99,14,0,229,705,44,0,19,81,148,0,0,0,9,6,309,0.968435754,0.720858896,0.596774194,0.4,0.933243607,0.796610169,0.688372093,1,0.060233918
810,855,5130,596,0.697076023,4310,0.840155945,654,0.764912281,4618,0.900194932,3464,125,10,1,238,700,33,0,32,65,140,0,0,0,8,6,308,0.962222222,0.720906282,0.5907173,0.428571429,0.927691484,0.786516854,0.732984293,0.857142857,0.060038986
815,855,5130,600,0.701754386,4273,0.83294347,657,0.768421053,4580,0.892787524,3468,137,11,2,248,688,37,0,33,74,111,0,0,0,8,6,307,0.95854063,0.70709147,0.509174312,0.428571429,0.925046679,0.765294772,0.664670659,0.75,0.059844055
820,855,5130,602,0.704093567,4280,0.834307992,659,0.770760234,4586,0.893957115,3466,165,24,3,211,696,43,0,20,76,112,0,0,0,2,6,306,0.947512302,0.732631579,0.538461538,0.75,0.937516906,0.742796158,0.61878453,0.666666667,0.059649123
825,855,5130,611,0.714619883,4292,0.836647173,658,0.769590643,4587,0.894152047,3464,203,8,54,169,719,35,0,19,54,103,0,0,0,1,6,295,0.928935371,0.778981582,0.585227273,0.857142857,0.948521358,0.736680328,0.700680272,0.1,0.057504873
830,855,5130,616,0.720467836,4281,0.834502924,663,0.775438596,4564,0.889668616,3501,228,14,68,159,677,35,8,3,50,97,1,0,0,0,6,283,0.918656521,0.770193402,0.642384106,1,0.955773956,0.708900524,0.664383562,0.072289157,0.055165692
835,855,5130,642,0.750877193,4389,0.855555556,689,0.805847953,4671,0.910526316,3598,226,29,6,135,691,30,0,4,29,94,0,0,0,0,6,282,0.932365898,0.807242991,0.74015748,1,0.962804389,0.730443975,0.614379085,0.5,0.05497076
840,855,5130,646,0.755555556,4373,0.852436647,693,0.810526316,4655,0.907407407,3660,213,14,0,183,626,45,0,10,10,81,0,0,0,0,6,282,0.941600206,0.733021077,0.801980198,1,0.949909162,0.737338045,0.578571429,1,0.05497076
845,855,5130,680,0.795321637,4488,0.874853801,727,0.850292398,4770,0.929824561,3742,148,17,0,160,671,19,0,4,12,69,0,0,0,0,6,282,0.957768109,0.789411765,0.811764706,1,0.958013313,0.80746089,0.657142857,1,0.05497076
850,855,5130,680,0.795321637,4520,0.881091618,727,0.850292398,4802,0.936062378,3802,91,8,0,184,656,31,0,2,12,56,0,0,0,0,6,282,0.974621892,0.75315729,0.8,1,0.95336008,0.864295125,0.589473684,1,0.05497076
855,855,5130,688,0.804678363,4570,0.890838207,735,0.859649123,4852,0.945808967,3831,55,0,0,189,685,16,0,5,13,48,0,0,0,0,6,282,0.985846629,0.769662921,0.727272727,1,0.951801242,0.909694555,0.75,1,0.05497076
900,855,5130,687,0.803508772,4555,0.88791423,734,0.858479532,4837,0.94288499,3790,67,0,0,183,709,21,0,8,14,50,0,0,0,0,6,282,0.982628986,0.776560789,0.694444444,1,0.952022105,0.897468354,0.704225352,1,0.05497076
905,855,5130,683,0.798830409,4544,0.885769981,730,0.85380117,4826,0.940740741,3782,54,0,0,188,716,25,0,24,13,40,0,0,0,0,6,282,0.985922836,0.770721206,0.519480519,1,0.946920381,0.914431673,0.615384615,1,0.05497076
910,855,5130,687,0.803508772,4555,0.88791423,734,0.858479532,4837,0.94288499,3766,54,0,0,177,754,8,0,26,28,29,0,0,0,0,6,282,0.985863874,0.802981896,0.34939759,1,0.948853616,0.901913876,0.783783784,1,0.05497076
915,855,5130,686,0.802339181,4521,0.88128655,733,0.857309942,4803,0.93625731,3738,66,0,0,198,742,9,0,28,25,35,0,0,1,0,6,282,0.982649842,0.781875659,0.397727273,0.857142857,0.942986882,0.889688249,0.795454545,1,0.05497076
920,855,5130,681,0.796491228,4484,0.874074074,728,0.851461988,4766,0.929044834,3717,62,0,0,218,736,4,0,43,36,25,0,0,0,1,6,282,0.983593543,0.768267223,0.240384615,0.857142857,0.93438914,0.882494005,0.833333333,1,0.05497076
925,855,5130,675,0.789473684,4493,0.87582846,722,0.844444444,4775,0.93079922,3702,57,0,0,223,736,8,0,15,51,49,0,0,1,0,6,282,0.984836393,0.761116856,0.426086957,0.857142857,0.939593909,0.871005917,0.859649123,1,0.05497076
930,855,5130,672,0.785964912,4515,0.880116959,719,0.840935673,4797,0.935087719,3688,61,4,0,172,773,23,0,21,51,48,0,0,0,1,6,282,0.982680522,0.798553719,0.4,0.857142857,0.950270549,0.873446328,0.631578947,1,0.05497076
935,855,5130,672,0.785964912,4481,0.873489279,719,0.840935673,4763,0.928460039,3645,97,4,0,160,786,17,0,31,56,44,0,0,1,1,6,282,0.973037907,0.816199377,0.335877863,0.75,0.950208551,0.836170213,0.666666667,1,0.05497076
940,855,5130,675,0.789473684,4490,0.875243665,722,0.844444444,4772,0.930214425,3658,76,0,0,175,771,19,0,34,52,55,0,0,1,1,6,282,0.979646492,0.798963731,0.390070922,0.75,0.945952935,0.856666667,0.733333333,1,0.05497076
945,855,5130,675,0.789473684,4497,0.876608187,722,0.844444444,4779,0.931578947,3653,76,0,0,166,770,25,0,25,58,68,0,0,0,1,6,282,0.979619201,0.801248699,0.450331126,0.857142857,0.950312175,0.851769912,0.723404255,1,0.05497076
950,855,5130,679,0.794152047,4535,0.884015595,726,0.849122807,4817,0.938986355,3643,77,0,0,149,784,34,0,20,30,102,0,1,0,2,6,282,0.979301075,0.810754912,0.671052632,0.666666667,0.955415683,0.879910213,0.739130435,1,0.05497076
955,855,5130,662,0.774269006,4496,0.876413255,709,0.829239766,4778,0.931384016,3628,92,0,0,144,776,32,0,34,46,86,0,0,0,4,6,282,0.975268817,0.81512605,0.518072289,0.6,0.953231739,0.849015317,0.704918033,1,0.05497076
1000,855,5130,603,0.705263158,4386,0.85497076,650,0.760233918,4668,0.90994152,3503,202,1,0,156,775,36,0,16,45,102,0,0,0,6,6,282,0.945223961,0.801447777,0.625766871,0.5,0.953197279,0.758317025,0.703448276,1,0.05497076
1005,855,5130,483,0.564912281,4156,0.810136452,530,0.619883041,4438,0.865107212,3276,425,4,0,136,787,44,0,33,44,86,2,0,0,4,7,282,0.884210526,0.813857291,0.521212121,0.636363636,0.950943396,0.626592357,0.623188406,0.777777778,0.05497076
1010,855,5130,434,0.507602339,4019,0.783430799,481,0.562573099,4301,0.838401559,3100,596,0,0,134,811,23,0,19,52,102,0,0,0,5,6,282,0.838744589,0.837809917,0.589595376,0.545454545,0.952966492,0.555860178,0.784615385,1,0.05497076
1015,855,5130,434,0.507602339,3826,0.745808967,481,0.562573099,4108,0.800779727,2941,757,1,0,153,785,24,0,10,72,94,0,0,0,5,6,282,0.795079751,0.816008316,0.534090909,0.545454545,0.947487113,0.486369269,0.758064516,1,0.05497076
1020,855,5130,431,0.504093567,3738,0.728654971,478,0.559064327,4020,0.783625731,2830,876,2,0,111,799,43,0,7,67,102,2,0,1,1,7,282,0.763214671,0.838405037,0.573033708,0.777777778,0.959972863,0.458405049,0.689189189,0.777777778,0.05497076
1025,855,5130,426,0.498245614,3716,0.724366472,472,0.552046784,3997,0.7791423,2797,911,17,0,127,781,42,1,3,29,131,2,0,0,1,7,281,0.750872483,0.821240799,0.793939394,0.875,0.955585924,0.453805927,0.685863874,0.7,0.054775828
1030,855,5130,421,0.492397661,3729,0.726900585,467,0.54619883,4009,0.781481481,2812,930,1,0,124,793,17,2,11,33,118,3,0,0,0,6,280,0.751269036,0.847222222,0.715151515,1,0.954190702,0.451594533,0.867647059,0.545454545,0.054580897
1035,855,5130,499,0.583625731,4099,0.799025341,545,0.637426901,4378,0.853411306,3168,576,13,0,98,800,32,3,0,29,125,0,0,0,1,6,279,0.843225978,0.857449089,0.811688312,0.857142857,0.969993876,0.569395018,0.730994152,0.666666667,0.054385965
1040,855,5130,456,0.533333333,4081,0.795516569,548,0.640935673,4407,0.859064327,3208,493,12,0,129,748,61,4,2,20,119,0,0,0,2,6,326,0.863991382,0.794055202,0.843971631,0.75,0.960766697,0.593180016,0.613402062,0.6,0.063547758
1045,855,5130,460,0.538011696,4012,0.782066277,552,0.645614035,4385,0.854775828,3173,461,8,0,162,741,62,5,11,34,92,0,0,0,2,6,373,0.871224602,0.763917526,0.671532847,0.75,0.948296473,0.599514563,0.56097561,0.545454545,0.072709552
1050,855,5130,593,0.693567251,4297,0.837621832,696,0.814035088,4728,0.921637427,3471,98,6,0,184,729,60,6,15,31,91,0,0,0,2,6,431,0.970909091,0.744637385,0.664233577,0.75,0.945776567,0.84965035,0.572327044,0.5,0.084015595
1055,855,5130,592,0.692397661,4245,0.82748538,696,0.814035088,4736,0.923196881,3411,80,0,0,201,751,44,0,21,44,77,0,2,0,2,6,491,0.97708393,0.754016064,0.542253521,0.6,0.938376891,0.858285714,0.62601626,1,0.095711501
1100,855,5130,591,0.69122807,4168,0.812475634,695,0.812865497,4718,0.919688109,3328,76,0,1,206,755,53,0,38,34,79,0,2,0,2,6,550,0.977386197,0.744575937,0.523178808,0.6,0.931169558,0.87283237,0.589552239,0.857142857,0.107212476
1105,855,5130,584,0.683040936,4053,0.79005848,688,0.804678363,4662,0.90877193,3237,74,3,2,228,733,68,3,33,53,76,2,2,0,0,7,609,0.976176116,0.710271318,0.463414634,0.777777778,0.924857143,0.852325581,0.517006803,0.5,0.11871345
1110,855,5130,578,0.676023392,4082,0.795711501,683,0.798830409,4696,0.91539961,3238,51,0,3,221,769,43,2,40,71,69,1,0,0,2,6,614,0.983596598,0.742995169,0.38121547,0.75,0.925407259,0.863075196,0.605263158,0.5,0.119688109
1115,855,5130,587,0.686549708,4071,0.793567251,691,0.808187135,4690,0.914230019,3180,92,0,4,197,800,35,0,39,71,85,0,0,0,2,6,619,0.970695971,0.775193798,0.435897436,0.75,0.930913349,0.830737279,0.696721311,0.6,0.120662768
1120,855,5130,590,0.69005848,4081,0.795516569,687,0.803508772,4692,0.914619883,3167,93,0,25,163,828,32,4,26,83,80,10,0,0,2,6,611,0.964079148,0.806231743,0.40201005,0.75,0.943682956,0.824701195,0.701754386,0.133333333,0.119103314
1125,855,5130,587,0.686549708,4059,0.79122807,684,0.8,4663,0.908966862,3131,105,10,32,196,804,33,0,14,77,118,0,0,0,0,6,604,0.955155583,0.778315586,0.564593301,1,0.937144567,0.815415822,0.732919255,0.157894737,0.117738791
1130,855,5130,583,0.681871345,4071,0.793567251,680,0.795321637,4675,0.911306043,3131,113,9,26,186,810,26,0,11,84,124,0,0,0,0,6,604,0.954864288,0.792563601,0.566210046,1,0.940805288,0.804369414,0.779874214,0.1875,0.117738791
1135,855,5130,589,0.688888889,4059,0.79122807,686,0.802339181,4657,0.907797271,3130,105,8,32,182,781,59,0,13,74,142,0,0,0,0,6,598,0.955725191,0.764187867,0.620087336,1,0.941353383,0.813541667,0.679425837,0.157894737,0.116569201
1140,855,5130,598,0.699415205,4136,0.806237817,701,0.819883041,4732,0.922417154,3180,86,1,4,185,805,35,0,22,63,145,0,0,1,1,6,596,0.972179762,0.785365854,0.630434783,0.75,0.938883968,0.842931937,0.796703297,0.6,0.116179337
1145,855,5130,598,0.699415205,4142,0.807407407,701,0.819883041,4738,0.923586745,3188,87,3,4,164,802,35,0,23,72,146,0,0,0,4,6,596,0.971358927,0.801198801,0.605809129,0.6,0.944592593,0.834547347,0.776595745,0.6,0.116179337
1150,855,5130,586,0.685380117,4117,0.802534113,687,0.803508772,4721,0.920272904,3191,65,1,0,180,777,41,0,36,81,143,0,1,0,4,6,604,0.979735953,0.778557114,0.55,0.545454545,0.936326291,0.841820152,0.756613757,1,0.117738791
1155,855,5130,594,0.694736842,4130,0.805068226,697,0.815204678,4732,0.922417154,3172,84,7,4,152,785,33,0,27,85,167,0,1,0,5,6,602,0.970921335,0.809278351,0.598566308,0.5,0.946300716,0.822851153,0.787735849,0.6,0.117348928
1200,855,5130,590,0.69005848,4101,0.799415205,687,0.803508772,4703,0.916764133,3146,80,7,28,144,769,47,0,24,88,180,0,0,0,9,6,602,0.964734744,0.801041667,0.616438356,0.4,0.949305975,0.820704376,0.740740741,0.176470588,0.117348928
1205,855,5130,592,0.692397661,4101,0.799415205,695,0.812865497,4709,0.917933723,3165,84,7,4,132,757,51,0,44,89,173,0,0,0,10,6,608,0.970858896,0.805319149,0.565359477,0.375,0.947321161,0.813978495,0.717842324,0.6,0.118518519
1210,855,5130,595,0.695906433,4098,0.798830409,699,0.81754386,4714,0.918908382,3167,76,2,0,138,754,38,0,24,129,165,6,0,0,3,12,616,0.97596302,0.810752688,0.509259259,0.8,0.951336738,0.786235662,0.793269231,0.666666667,0.120077973
1215,855,5130,593,0.693567251,4100,0.799220273,696,0.814035088,4722,0.920467836,3157,66,0,2,166,726,45,0,40,85,205,0,0,2,2,12,622,0.978914729,0.774813234,0.621212121,0.75,0.938745168,0.825938567,0.813492063,0.857142857,0.121247563
1220,855,5130,595,0.695906433,4095,0.798245614,692,0.809356725,4711,0.918323587,3132,74,9,14,158,731,44,0,38,76,220,0,0,0,6,12,616,0.96995974,0.783494105,0.658682635,0.666666667,0.941105769,0.829738933,0.788530466,0.461538462,0.120077973
1225,855,5130,584,0.683040936,4046,0.788693957,689,0.805847953,4664,0.909161793,3103,76,19,0,174,722,62,0,45,77,209,3,0,4,6,12,618,0.970293934,0.753653445,0.625748503,0.545454545,0.934075858,0.821387941,0.706081081,0.8,0.120467836
1230,855,5130,580,0.678362573,3986,0.776998051,679,0.794152047,4604,0.897465887,3044,93,27,12,185,715,72,0,64,63,215,0,0,6,4,12,618,0.958438287,0.735596708,0.628654971,0.545454545,0.924385059,0.815279361,0.676100629,0.5,0.120467836
1235,855,5130,576,0.673684211,3978,0.775438596,675,0.789473684,4590,0.894736842,3036,77,12,18,211,722,62,0,52,95,210,0,1,2,10,10,612,0.965956093,0.725628141,0.588235294,0.434782609,0.92,0.805803571,0.714285714,0.357142857,0.119298246
1240,855,5130,576,0.673684211,4023,0.784210526,675,0.789473684,4635,0.903508772,3033,60,5,18,207,767,37,0,64,93,211,0,1,0,10,12,612,0.973363286,0.758654797,0.573369565,0.52173913,0.917700454,0.833695652,0.802281369,0.4,0.119298246
1245,855,5130,569,0.665497076,3993,0.778362573,668,0.78128655,4599,0.896491228,3012,51,0,24,220,769,45,0,70,110,200,2,0,0,9,12,606,0.975704568,0.743713733,0.523560209,0.571428571,0.91217444,0.82688172,0.787401575,0.315789474,0.118128655
1250,855,5130,568,0.664327485,4023,0.784210526,673,0.787134503,4635,0.903508772,3006,45,1,0,219,787,40,0,78,97,218,6,0,2,7,12,612,0.984927916,0.752390057,0.546365915,0.571428571,0.910081744,0.845327605,0.819548872,0.666666667,0.119298246
1255,855,5130,570,0.666666667,4015,0.782651072,675,0.789473684,4633,0.903118908,2987,50,4,0,200,789,53,0,69,109,227,2,3,2,5,12,618,0.982242683,0.757197697,0.557739558,0.545454545,0.916538816,0.830526316,0.785467128,0.857142857,0.120467836
1300,855,5130,567,0.663157895,3990,0.777777778,664,0.776608187,4600,0.89668616,2965,53,2,20,202,750,93,0,72,75,263,2,0,1,10,12,610,0.975328947,0.717703349,0.638349515,0.52173913,0.91540599,0.853242321,0.714673913,0.352941176,0.118908382
1305,855,5130,562,0.657309942,3994,0.778557505,665,0.777777778,4602,0.897076023,2957,76,6,4,173,787,82,0,48,127,238,1,0,0,11,12,608,0.971738416,0.755278311,0.574879227,0.52173913,0.930459408,0.794949495,0.706231454,0.705882353,0.118518519
1310,855,5130,569,0.665497076,4030,0.785575049,666,0.778947368,4638,0.904093567,2940,86,6,22,159,817,52,0,42,111,263,0,0,0,14,10,608,0.962671906,0.794747082,0.632211538,0.416666667,0.936007641,0.805719921,0.785074627,0.3125,0.118518519
1315,855,5130,565,0.660818713,4019,0.783430799,668,0.78128655,4633,0.903118908,2957,89,10,4,171,779,68,0,28,113,271,0,0,0,14,12,614,0.966339869,0.765225933,0.65776699,0.461538462,0.936945501,0.794087666,0.746556474,0.75,0.119688109
1320,855,5130,573,0.670175439,4041,0.787719298,670,0.783625731,4649,0.906237817,2968,83,2,22,170,773,75,0,33,82,288,0,0,0,14,12,608,0.965203252,0.759332024,0.714640199,0.461538462,0.93598234,0.824093817,0.759894459,0.352941176,0.118518519
1325,855,5130,567,0.663157895,4001,0.779922027,661,0.773099415,4598,0.896296296,2955,85,6,32,196,738,94,1,47,59,290,7,1,0,4,18,597,0.960038986,0.717201166,0.719602978,0.782608696,0.923726164,0.836734694,0.736040609,0.310344828,0.116374269
1330,855,5130,559,0.65380117,4073,0.793957115,659,0.770760234,4619,0.900389864,2995,95,7,4,200,755,90,2,44,61,305,3,3,0,2,18,546,0.965817478,0.721107927,0.738498789,0.782608696,0.923812461,0.828759605,0.754950495,0.666666667,0.106432749
1335,855,5130,553,0.646783626,4115,0.80214425,653,0.76374269,4610,0.898635478,3026,107,4,6,183,770,92,3,56,63,301,0,4,0,2,18,495,0.962774419,0.734732824,0.716666667,0.75,0.925665341,0.819148936,0.754385965,0.666666667,0.096491228
1340,855,5130,549,0.642105263,4144,0.807797271,639,0.747368421,4580,0.892787524,3051,87,0,47,230,749,61,3,47,57,326,6,8,2,2,18,436,0.957927786,0.718120805,0.747706422,0.6,0.914568345,0.836871508,0.838046272,0.243243243,0.084990253
1345,855,5130,545,0.637426901,4160,0.810916179,634,0.741520468,4537,0.884405458,3071,93,4,57,204,742,85,4,53,72,330,3,11,3,4,17,377,0.952248062,0.716908213,0.720524017,0.485714286,0.919736448,0.815384615,0.780141844,0.209876543,0.073489279
1350,855,5130,531,0.621052632,4166,0.81208577,618,0.722807018,4490,0.875243665,3098,98,7,25,258,719,61,5,52,103,331,6,17,3,5,18,324,0.959727385,0.689357622,0.672764228,0.418604651,0.904525547,0.778981582,0.819306931,0.333333333,0.063157895
1355,855,5130,587,0.686549708,4190,0.816764133,633,0.740350877,4466,0.870565302,3114,103,25,0,273,702,64,0,53,118,346,5,15,5,3,28,276,0.960518199,0.675649663,0.662835249,0.549019608,0.90130246,0.756465517,0.789954338,0.848484848,0.05380117
1400,855,5130,538,0.629239766,4047,0.788888889,584,0.683040936,4323,0.842690058,2907,316,8,0,235,718,64,0,51,97,392,3,14,5,14,30,276,0.899721448,0.705998033,0.721915285,0.476190476,0.90645463,0.632042254,0.820083682,0.909090909,0.05380117
1405,855,5130,533,0.623391813,4033,0.786159844,579,0.677192982,4309,0.839961014,2904,288,7,0,257,711,49,0,41,136,388,1,4,3,35,30,276,0.907783682,0.699115044,0.685512367,0.416666667,0.905801622,0.624780316,0.810020877,0.967741935,0.05380117
1410,855,5130,532,0.622222222,4001,0.779922027,578,0.676023392,4277,0.833723197,2858,301,11,0,272,696,72,0,48,114,396,6,7,1,21,51,276,0.901577287,0.669230769,0.70212766,0.6375,0.89733124,0.625899281,0.792,0.894736842,0.05380117
1415,855,5130,540,0.631578947,4022,0.784015595,586,0.685380117,4298,0.837816764,2850,283,5,0,300,703,70,0,37,100,418,3,9,2,23,51,276,0.908221797,0.655172414,0.749103943,0.6,0.891739675,0.646139706,0.810077519,0.944444444,0.05380117
1420,855,5130,521,0.609356725,4019,0.783430799,567,0.663157895,4295,0.837231969,2813,307,7,0,280,708,90,0,50,60,441,10,9,0,22,57,276,0.899584266,0.6567718,0.786096257,0.647727273,0.892449239,0.658604651,0.7875,0.850746269,0.05380117
1425,855,5130,523,0.611695906,4095,0.798245614,569,0.665497076,4371,0.852046784,2941,158,11,0,312,675,103,0,60,65,425,14,10,0,26,54,276,0.945659164,0.619266055,0.753546099,0.6,0.885043635,0.751670379,0.752212389,0.794117647,0.05380117
1430,855,5130,523,0.611695906,4052,0.789863548,569,0.665497076,4328,0.843664717,2849,201,25,0,318,702,104,2,49,52,448,23,7,0,21,53,276,0.926504065,0.623445826,0.783216783,0.654320988,0.883959044,0.735078534,0.74916388,0.679487179,0.05380117
1435,855,5130,526,0.615204678,4057,0.790838207,572,0.669005848,4333,0.844639376,2810,187,45,1,292,732,122,6,38,49,470,26,4,2,25,45,276,0.923430825,0.635416667,0.806174957,0.592105263,0.893765903,0.754639175,0.709969789,0.576923077,0.05380117
1440,855,5130,526,0.615204678,4144,0.807797271,572,0.669005848,4420,0.861598441,2885,128,15,0,313,744,82,0,21,91,463,46,0,0,14,52,276,0.952774108,0.653204565,0.745571659,0.787878788,0.896241069,0.77258567,0.806620209,0.530612245,0.05380117
1445,855,5130,512,0.598830409,4055,0.790448343,558,0.652631579,4331,0.844249513,2807,179,15,0,310,744,69,0,41,121,462,42,0,0,22,42,276,0.935354882,0.662511131,0.693693694,0.65625,0.888853705,0.712643678,0.813380282,0.5,0.05380117
1450,855,5130,524,0.612865497,4134,0.805847953,570,0.666666667,4410,0.859649123,2796,176,7,1,283,766,69,0,48,111,535,6,0,0,19,37,276,0.938255034,0.685152057,0.764285714,0.660714286,0.894147745,0.727445394,0.849206349,0.840909091,0.05380117
1455,855,5130,533,0.623391813,4103,0.799805068,579,0.677192982,4379,0.853606238,2767,183,11,1,275,749,85,0,55,118,551,10,0,0,13,36,276,0.934166104,0.675383228,0.750681199,0.734693878,0.89344527,0.713333333,0.834848485,0.765957447,0.05380117
1500,855,5130,528,0.61754386,4079,0.795126706,574,0.671345029,4355,0.848927875,2742,197,25,1,258,732,81,0,65,128,566,11,0,0,9,39,276,0.924789207,0.683473389,0.735064935,0.8125,0.894616639,0.692526017,0.83113069,0.764705882,0.05380117
1505,855,5130,558,0.652631579,4040,0.787524366,604,0.706432749,4316,0.841325536,2706,249,15,2,265,684,87,0,42,134,613,10,0,0,10,37,276,0.910497981,0.66023166,0.767209011,0.787234043,0.898108198,0.641049672,0.845517241,0.755102041,0.05380117
1510,855,5130,572,0.669005848,4136,0.806237817,618,0.722807018,4412,0.860038986,2749,198,6,0,231,735,63,0,36,154,615,18,0,0,12,37,276,0.930917711,0.714285714,0.7472661,0.755102041,0.911472149,0.676172953,0.88362069,0.672727273,0.05380117
